country_of_origin,Continent,Category,Rating
Guatemala,Americas,balance,7.5
Thailand,Asia,balance,7.83
Mexico,North America,balance,7.5
Mexico,North America,balance,7.42
Colombia,Americas,balance,7.67
United States (Hawaii),North America,balance,7.58
Mexico,North America,balance,7.58
Colombia,Americas,balance,7.17
Colombia,Americas,balance,7.83
Guatemala,Americas,balance,7.5
Taiwan,Asia,balance,7.5
Brazil,Americas,balance,7.33
Taiwan,Asia,balance,7
Brazil,Americas,balance,7.67
Indonesia,Asia,balance,7.5
Thailand,Asia,balance,7.5
Thailand,Asia,balance,7.5
"Tanzania, United Republic Of",Africa,balance,7.5
Uganda,Africa,balance,7.42
Costa Rica,Americas,balance,7.75
Mexico,North America,balance,7.67
Guatemala,Americas,balance,7.58
Colombia,Americas,balance,7.83
Colombia,Americas,balance,7.58
Colombia,Americas,balance,7.42
Mexico,North America,balance,7.5
Mexico,North America,balance,6.83
Colombia,Americas,balance,7.5
Brazil,Americas,balance,7.5
Brazil,Americas,balance,7.5
Indonesia,Asia,balance,7.33
Honduras,Americas,balance,7.5
Guatemala,Americas,balance,7.5
Thailand,Asia,balance,7.42
Thailand,Asia,balance,7.5
"Tanzania, United Republic Of",Africa,balance,7.5
"Tanzania, United Republic Of",Africa,balance,7.58
Mexico,North America,balance,7.5
Brazil,Americas,balance,7.67
Guatemala,Americas,balance,7.5
Colombia,Americas,balance,7.58
Guatemala,Americas,balance,7.67
Mexico,North America,balance,7.42
Mexico,North America,balance,7.33
Mexico,North America,balance,7.42
Guatemala,Americas,balance,7.83
Brazil,Americas,balance,7.5
Colombia,Americas,balance,7.67
United States (Hawaii),North America,balance,7.67
Guatemala,Americas,balance,7.58
Honduras,Americas,balance,7.5
Guatemala,Americas,balance,7.5
Guatemala,Americas,balance,7.33
Guatemala,Americas,balance,7.5
Guatemala,Americas,balance,7.5
Colombia,Americas,balance,8.08
China,Asia,balance,7.42
Brazil,Americas,balance,7.42
"Tanzania, United Republic Of",Africa,balance,7.42
Brazil,Americas,balance,7.42
Guatemala,Americas,balance,7.5
Mexico,North America,balance,7.5
Brazil,Americas,balance,7.42
Peru,Americas,balance,7.58
Brazil,Americas,balance,7.5
Mexico,North America,balance,7.67
Honduras,Americas,balance,7.5
Colombia,Americas,balance,7.5
Mexico,North America,balance,7.58
Mexico,North America,balance,7.5
Mexico,North America,balance,7.5
Mexico,North America,balance,7.33
Mexico,North America,balance,7.5
Mexico,North America,balance,7.5
Mexico,North America,balance,7.5
Mexico,North America,balance,7.33
Mexico,North America,balance,7.33
Colombia,Americas,balance,7.67
Brazil,Americas,balance,7.42
Colombia,Americas,balance,7.58
Colombia,Americas,balance,7.83
Honduras,Americas,balance,7.42
Brazil,Americas,balance,7.5
Brazil,Americas,balance,7.58
Brazil,Americas,balance,7.5
Costa Rica,Americas,balance,7.67
Costa Rica,Americas,balance,7.58
China,Asia,balance,7.42
Brazil,Americas,balance,8.08
Brazil,Americas,balance,7.58
Guatemala,Americas,balance,7.5
Malawi,Africa,balance,7.5
Brazil,Americas,balance,8
Guatemala,Americas,balance,7.5
Mexico,North America,balance,7.5
Colombia,Americas,balance,8.33
Taiwan,Asia,balance,7.5
Taiwan,Asia,balance,7.5
Guatemala,Americas,balance,7.58
Colombia,Americas,balance,7.58
Mexico,North America,balance,7.42
Costa Rica,Americas,balance,7.58
Guatemala,Americas,balance,7.33
Mexico,North America,balance,7.58
Mexico,North America,balance,7.5
Guatemala,Americas,balance,7.5
Brazil,Americas,balance,7.42
Mexico,North America,balance,7.67
Brazil,Americas,balance,7.5
Colombia,Americas,balance,7.42
Brazil,Americas,balance,7.33
Taiwan,Asia,balance,7
Guatemala,Americas,balance,7.42
Brazil,Americas,balance,7.42
El Salvador,Americas,balance,8.42
Honduras,Americas,balance,7.42
Malawi,Africa,balance,7.5
Brazil,Americas,balance,7.33
Taiwan,Asia,balance,7.5
Mexico,North America,balance,7.42
United States (Hawaii),North America,balance,7.42
Mexico,North America,balance,7.42
Guatemala,Americas,balance,7.33
Mexico,North America,balance,7.42
Mexico,North America,balance,7.42
El Salvador,Americas,balance,7.5
Mexico,North America,balance,7.5
Mexico,North America,balance,7.5
Colombia,Americas,balance,7.33
Colombia,Americas,balance,7.5
Brazil,Americas,balance,7.58
Colombia,Americas,balance,7.67
Brazil,Americas,balance,7.5
Honduras,Americas,balance,7.5
Nicaragua,Americas,balance,7.42
"Tanzania, United Republic Of",Africa,balance,7.42
"Tanzania, United Republic Of",Africa,balance,7.33
Brazil,Americas,balance,7.5
Thailand,Asia,balance,7.67
Honduras,Americas,balance,7.42
Guatemala,Americas,balance,7.5
Brazil,Americas,balance,7.42
"Tanzania, United Republic Of",Africa,balance,7.42
Mexico,North America,balance,8.17
Mexico,North America,balance,7.42
Taiwan,Asia,balance,7.5
Taiwan,Asia,balance,7.58
Colombia,Americas,balance,7.5
Mexico,North America,balance,7.5
Guatemala,Americas,balance,7.75
Mexico,North America,balance,7.33
Mexico,North America,balance,7.5
Colombia,Americas,balance,7.75
Indonesia,Asia,balance,7.42
Colombia,Americas,balance,7.58
Brazil,Americas,balance,7.25
Brazil,Americas,balance,7.92
Costa Rica,Americas,balance,7.42
"Tanzania, United Republic Of",Africa,balance,7.58
"Tanzania, United Republic Of",Africa,balance,7.5
Colombia,Americas,balance,7.42
Costa Rica,Americas,balance,7.67
United States (Hawaii),North America,balance,7.42
Mexico,North America,balance,7.42
Mexico,North America,balance,7.5
Mexico,North America,balance,7.33
Vietnam,Asia,balance,7.08
Mexico,North America,balance,7.42
United States (Hawaii),North America,balance,7.83
Colombia,Americas,balance,7.58
Honduras,Americas,balance,7.42
Honduras,Americas,balance,7.5
Brazil,Americas,balance,7.42
"Tanzania, United Republic Of",Africa,balance,7.42
Laos,Asia,balance,7.5
"Tanzania, United Republic Of",Africa,balance,7.42
Malawi,Africa,balance,7.5
Taiwan,Asia,balance,7.33
Thailand,Asia,balance,7.42
Costa Rica,Americas,balance,7.5
Honduras,Americas,balance,7.83
Colombia,Americas,balance,7.58
Taiwan,Asia,balance,7.5
Brazil,Americas,balance,7.42
Mexico,North America,balance,7.42
Brazil,Americas,balance,7.5
Brazil,Americas,balance,7.42
Guatemala,Americas,balance,7.67
Brazil,Americas,balance,7.42
Guatemala,Americas,balance,7.67
Colombia,Americas,balance,7.67
Guatemala,Americas,balance,7.5
Guatemala,Americas,balance,7.42
Honduras,Americas,balance,7.5
Brazil,Americas,balance,7.33
El Salvador,Americas,balance,7.67
Guatemala,Americas,balance,7.33
"Tanzania, United Republic Of",Africa,balance,7.58
Nicaragua,Americas,balance,7.67
Zambia,Africa,balance,7.42
Honduras,Americas,balance,7.5
Taiwan,Asia,balance,7.5
Mexico,North America,balance,7.25
Mexico,North America,balance,7.5
Mexico,North America,balance,7.33
Mexico,North America,balance,7.33
Mexico,North America,balance,7.5
Brazil,Americas,balance,7.5
Colombia,Americas,balance,7.33
Guatemala,Americas,balance,7.42
Costa Rica,Americas,balance,7.42
Brazil,Americas,balance,7.25
Indonesia,Asia,balance,7.83
Guatemala,Americas,balance,7.25
Brazil,Americas,balance,7.25
Brazil,Americas,balance,7.5
Myanmar,Asia,balance,7.33
Mexico,North America,balance,7.33
Honduras,Americas,balance,7.25
Costa Rica,Americas,balance,7.42
Taiwan,Asia,balance,7.33
Indonesia,Asia,balance,7.42
Malawi,Africa,balance,7.42
Brazil,Americas,balance,7.33
Honduras,Americas,balance,7.33
Mexico,North America,balance,7.42
Colombia,Americas,balance,7.58
United States (Hawaii),North America,balance,7.83
Brazil,Americas,balance,7.75
Guatemala,Americas,balance,7.83
Mexico,North America,balance,7.33
Mexico,North America,balance,7.5
Brazil,Americas,balance,7.25
Colombia,Americas,balance,7.33
United States (Hawaii),North America,balance,7.75
Guatemala,Americas,balance,7.33
Vietnam,Asia,balance,7.33
"Tanzania, United Republic Of",Africa,balance,7.33
Brazil,Americas,balance,8.25
Mexico,North America,balance,7.25
Mexico,North America,balance,7.42
Mexico,North America,balance,7.33
Mexico,North America,balance,7.25
Mexico,North America,balance,7.25
Colombia,Americas,balance,7.67
Colombia,Americas,balance,8
Brazil,Americas,balance,7.25
Guatemala,Americas,balance,7.42
Guatemala,Americas,balance,7.42
Honduras,Americas,balance,7.25
"Tanzania, United Republic Of",Africa,balance,7.33
Nicaragua,Americas,balance,7.25
Colombia,Americas,balance,7.83
Brazil,Americas,balance,7.58
"Tanzania, United Republic Of",Africa,balance,7.42
"Tanzania, United Republic Of",Africa,balance,7.33
Brazil,Americas,balance,7.42
Indonesia,Asia,balance,7.42
Honduras,Americas,balance,7.17
Costa Rica,Americas,balance,7.08
Mexico,North America,balance,7.5
Taiwan,Asia,balance,7.25
Taiwan,Asia,balance,7.33
Mexico,North America,balance,7.33
Guatemala,Americas,balance,7.33
Mexico,North America,balance,7.58
Mexico,North America,balance,7.25
Mexico,North America,balance,7.42
Mexico,North America,balance,7.17
Mexico,North America,balance,7.33
United States (Hawaii),North America,balance,7.83
Honduras,Americas,balance,7.33
Guatemala,Americas,balance,7.33
Taiwan,Asia,balance,7.25
Costa Rica,Americas,balance,7.58
"Tanzania, United Republic Of",Africa,balance,7.33
Malawi,Africa,balance,7.33
Taiwan,Asia,balance,8.25
Brazil,Americas,balance,7.25
Guatemala,Americas,balance,7.5
Mexico,North America,balance,7.42
Mexico,North America,balance,7.17
Mexico,North America,balance,7.42
Thailand,Asia,balance,7.5
Thailand,Asia,balance,7.33
Costa Rica,Americas,balance,7.75
Guatemala,Americas,balance,7.42
Nicaragua,Americas,balance,7.33
Honduras,Americas,balance,7.25
Guatemala,Americas,balance,7.25
Taiwan,Asia,balance,7.25
Myanmar,Asia,balance,7.33
Costa Rica,Americas,balance,7.5
Malawi,Africa,balance,7.17
Guatemala,Americas,balance,7.42
Taiwan,Asia,balance,7.5
Brazil,Americas,balance,7.83
Haiti,Americas,balance,7.33
Taiwan,Asia,balance,7.33
Mexico,North America,balance,7.5
Mexico,North America,balance,7.33
Mexico,North America,balance,8
Mexico,North America,balance,7.42
Mexico,North America,balance,7.42
Mexico,North America,balance,7.58
Indonesia,Asia,balance,7.33
Brazil,Americas,balance,7.33
Guatemala,Americas,balance,7.33
Colombia,Americas,balance,7.33
United States (Hawaii),North America,balance,7.83
Mexico,North America,balance,7.33
Guatemala,Americas,balance,7.25
Brazil,Americas,balance,7.42
Honduras,Americas,balance,7.42
Taiwan,Asia,balance,7.08
Malawi,Africa,balance,7.42
Brazil,Americas,balance,7.33
Guatemala,Americas,balance,7.42
Mexico,North America,balance,7.42
Peru,Americas,balance,7.42
Guatemala,Americas,balance,7.5
Mexico,North America,balance,7.42
Mexico,North America,balance,7.33
Colombia,Americas,balance,7.75
Colombia,Americas,balance,7.25
United States (Hawaii),North America,balance,7.5
Colombia,Americas,balance,7.42
Honduras,Americas,balance,7.33
Mexico,North America,balance,7.08
Brazil,Americas,balance,7.42
Honduras,Americas,balance,7.17
Brazil,Americas,balance,7.33
Philippines,Asia,balance,7.5
Malawi,Africa,balance,7.25
Honduras,Americas,balance,7.33
Mexico,North America,balance,7.25
Mexico,North America,balance,7.33
Brazil,Americas,balance,7.83
Taiwan,Asia,balance,7.75
Brazil,Americas,balance,8.17
Nicaragua,Americas,balance,7.25
Honduras,Americas,balance,7.25
Guatemala,Americas,balance,7.33
"Tanzania, United Republic Of",Africa,balance,7.42
Taiwan,Asia,balance,7.25
Guatemala,Americas,balance,7.25
Mexico,North America,balance,7.42
Nicaragua,Americas,balance,7.17
"Tanzania, United Republic Of",Africa,balance,7.17
Mexico,North America,balance,7.25
Costa Rica,Americas,balance,7.17
Honduras,Americas,balance,7.33
Thailand,Asia,balance,7.42
Philippines,Asia,balance,7.5
"Tanzania, United Republic Of",Africa,balance,7.25
Malawi,Africa,balance,7.33
Costa Rica,Americas,balance,7.58
Brazil,Americas,balance,7.25
Mexico,North America,balance,7.17
Guatemala,Americas,balance,7.42
Brazil,Americas,balance,7.17
United States (Hawaii),North America,balance,7.67
Ethiopia,Africa,balance,7.17
Brazil,Americas,balance,7.58
Nicaragua,Americas,balance,7.33
United States,North America,balance,7.33
"Tanzania, United Republic Of",Africa,balance,7.33
Costa Rica,Americas,balance,7.58
United States (Puerto Rico),North America,balance,7.67
Mexico,North America,balance,7.33
Mexico,North America,balance,7.42
Mexico,North America,balance,7.25
Mexico,North America,balance,7.25
United States (Hawaii),North America,balance,7.17
Brazil,Americas,balance,7.17
El Salvador,Americas,balance,7.58
Brazil,Americas,balance,7.17
Guatemala,Americas,balance,7.17
Colombia,Americas,balance,7.75
Guatemala,Americas,balance,7.25
Taiwan,Asia,balance,7.33
Honduras,Americas,balance,7.17
Brazil,Americas,balance,7.75
"Tanzania, United Republic Of",Africa,balance,7.33
Uganda,Africa,balance,7.42
Taiwan,Asia,balance,7.33
Thailand,Asia,balance,7.17
Mexico,North America,balance,7.25
Mexico,North America,balance,7.5
Taiwan,Asia,balance,7.25
Guatemala,Americas,balance,7.5
Kenya,Africa,balance,7.75
Mexico,North America,balance,7.33
Myanmar,Asia,balance,7
United States (Hawaii),North America,balance,7.25
"Tanzania, United Republic Of",Africa,balance,7.33
Brazil,Americas,balance,7.33
Taiwan,Asia,balance,7.08
Brazil,Americas,balance,7.33
Nicaragua,Americas,balance,7.42
Guatemala,Americas,balance,7.17
Taiwan,Asia,balance,7.25
Taiwan,Asia,balance,8.08
Taiwan,Asia,balance,7.25
Mexico,North America,balance,7.25
Thailand,Asia,balance,7
Laos,Asia,balance,7.25
Guatemala,Americas,balance,7.25
Mexico,North America,balance,7.33
Mexico,North America,balance,7.17
Mexico,North America,balance,7.17
United States (Hawaii),North America,balance,7.5
Colombia,Americas,balance,7.67
Brazil,Americas,balance,7.58
Myanmar,Asia,balance,7.08
Guatemala,Americas,balance,7.17
Nicaragua,Americas,balance,7.25
Honduras,Americas,balance,7.17
Panama,Americas,balance,7.17
Honduras,Americas,balance,7.25
Honduras,Americas,balance,7.33
Costa Rica,Americas,balance,7.17
Mexico,North America,balance,7.5
Haiti,Americas,balance,7.33
United States (Hawaii),North America,balance,7.67
Taiwan,Asia,balance,7.33
Indonesia,Asia,balance,7.5
Guatemala,Americas,balance,7.17
Costa Rica,Americas,balance,7.5
Malawi,Africa,balance,7.17
Mexico,North America,balance,7.42
Colombia,Americas,balance,7.75
Guatemala,Americas,balance,7
Guatemala,Americas,balance,7.33
Guatemala,Americas,balance,7.17
Colombia,Americas,balance,7.42
Brazil,Americas,balance,7.25
Nicaragua,Americas,balance,7
"Tanzania, United Republic Of",Africa,balance,7.25
Brazil,Americas,balance,7.25
Honduras,Americas,balance,7
Guatemala,Americas,balance,7.25
United States (Hawaii),North America,balance,7.83
Colombia,Americas,balance,7.33
Taiwan,Asia,balance,7.25
Guatemala,Americas,balance,7.17
Honduras,Americas,balance,7.08
Mauritius,Africa,balance,7.17
Brazil,Americas,balance,7.25
Myanmar,Asia,balance,7.08
Guatemala,Americas,balance,7.17
Brazil,Americas,balance,7.5
United States (Hawaii),North America,balance,7.42
Guatemala,Americas,balance,7
Mexico,North America,balance,7.17
Honduras,Americas,balance,7
Taiwan,Asia,balance,7.17
El Salvador,Americas,balance,7.17
China,Asia,balance,7.17
Taiwan,Asia,balance,7.25
Mexico,North America,balance,7.17
Mexico,North America,balance,7.17
Burundi,Africa,balance,7.08
"Tanzania, United Republic Of",Africa,balance,7.08
"Tanzania, United Republic Of",Africa,balance,7.08
Taiwan,Asia,balance,7.25
Guatemala,Americas,balance,7.17
Mexico,North America,balance,7.17
United States (Hawaii),North America,balance,7.33
Ethiopia,Africa,balance,8
Brazil,Americas,balance,7
Honduras,Americas,balance,7
Mexico,North America,balance,7
Myanmar,Asia,balance,6.92
Myanmar,Asia,balance,7.33
Nicaragua,Americas,balance,7.25
United States (Hawaii),North America,balance,7.58
Colombia,Americas,balance,7.58
Taiwan,Asia,balance,7.25
Guatemala,Americas,balance,7.17
Mexico,North America,balance,7
Vietnam,Asia,balance,7.33
Nicaragua,Americas,balance,7.08
Honduras,Americas,balance,7.08
Guatemala,Americas,balance,7.17
Mexico,North America,balance,7.08
Mexico,North America,balance,7.17
Mexico,North America,balance,7
Guatemala,Americas,balance,7
United States (Hawaii),North America,balance,7.33
Brazil,Americas,balance,7.25
Taiwan,Asia,balance,7
Nicaragua,Americas,balance,7.25
Taiwan,Asia,balance,7
Taiwan,Asia,balance,7.08
Taiwan,Asia,balance,7.08
Mexico,North America,balance,7.08
Mexico,North America,balance,7.17
Nicaragua,Americas,balance,7.17
Myanmar,Asia,balance,7
Mexico,North America,balance,7.5
Taiwan,Asia,balance,7
Thailand,Asia,balance,7.08
Mexico,North America,balance,7.33
Mexico,North America,balance,7
Ethiopia,Africa,balance,7.58
Colombia,Americas,balance,7.17
United States (Hawaii),North America,balance,7.17
Mexico,North America,balance,7.17
Mexico,North America,balance,7.08
Mexico,North America,balance,7.08
Mexico,North America,balance,7.33
Mexico,North America,balance,7.17
Mexico,North America,balance,7.08
United States (Hawaii),North America,balance,7.58
Kenya,Africa,balance,7.25
Guatemala,Americas,balance,7.33
Nicaragua,Americas,balance,7.08
Mexico,North America,balance,7
United States (Hawaii),North America,balance,7.17
Guatemala,Americas,balance,7.42
Taiwan,Asia,balance,7.83
Taiwan,Asia,balance,7.17
Thailand,Asia,balance,6.92
Peru,Americas,balance,7.42
Costa Rica,Americas,balance,7.58
Mexico,North America,balance,6.92
Mexico,North America,balance,6.92
Mexico,North America,balance,7.08
Mexico,North America,balance,7
Mexico,North America,balance,7
Guatemala,Americas,balance,7.33
Mexico,North America,balance,7.08
Guatemala,Americas,balance,7.33
El Salvador,Americas,balance,7.17
Thailand,Asia,balance,7.08
Guatemala,Americas,balance,7.17
Mexico,North America,balance,6.58
Mexico,North America,balance,7
Mexico,North America,balance,7.08
Thailand,Asia,balance,6.92
Mexico,North America,balance,7.08
Mexico,North America,balance,7
Colombia,Americas,balance,7.33
Guatemala,Americas,balance,7
Nicaragua,Americas,balance,7
Taiwan,Asia,balance,7
Colombia,Americas,balance,7.5
Mexico,North America,balance,7.08
Mexico,North America,balance,7.17
Guatemala,Americas,balance,7.42
Guatemala,Americas,balance,7.17
Mexico,North America,balance,7.17
Cote d?Ivoire,Africa,balance,7.08
Colombia,Americas,balance,7.25
Mexico,North America,balance,6.92
Mexico,North America,balance,7.08
Guatemala,Americas,balance,7.33
Taiwan,Asia,balance,7.08
Mexico,North America,balance,7.08
Guatemala,Americas,balance,7.42
Honduras,Americas,balance,6.92
Guatemala,Americas,balance,6.92
